source,source_issue_url,external_issue_id,comicvine_volume_id,series_year,series_title,series_gcd_id,issue_title,issue_number,publisher,cover_date,in_store_date,description,original_cover_url,storage_path
comicvine,https://comicvine.gamespot.com/api/issue/4000-25678/,25678,3475,1985,Cloak and Dagger,3011,Sinners All,1,Marvel,1985-07-31,1985-03-26,"<p><em>Learn the history of Cloak and Dagger! In their first issue, the duo takes down a human trafficking ring at a pornography shop. And Dagger visits her birth mother!</em></p><p>In this issue Cloak and Dagger storm a porn shop that employs children. Afterwards they seek shelter in a church, but in a fit of rage Cloak attacks the perishiners as sinners, swallowing them in his Cloak. Then Dagger decides to leaves their duo and look for her mother.</p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/3586667-01.jpg,comicvine/cloak-and-dagger/vol-3475/25678-sinners-all.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27674/,27674,3475,1987,Cloak and Dagger,3011,Who'll Stop the Rain?,10,Marvel,1987-01-31,,<p><em>Featuring the malevolent Doctor Doom! Cloak and Dagger must prevent Doom from eliminating all nuclear power worldwide.</em></p>,https://comicvine.gamespot.com/a/uploads/original/6/67663/2032676-10.jpg,comicvine/cloak-and-dagger/vol-3475/27674-who-ll-stop-the-rain.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27896/,27896,3475,1987,Cloak and Dagger,3011,O Little Town Of Bethlehem; Quest's End,11,Marvel,1987-03-31,,"<p><em>The pair finally gets some answers regarding the drug ring, but their search is not without casualties. Finale issue!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/25089-3475-27896-1-cloak-and-dagger.jpg,comicvine/cloak-and-dagger/vol-3475/27896-o-little-town-of-bethlehem-quest-s-end.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-25871/,25871,3475,1985,Cloak and Dagger,3011,Have You Seen Your Mother Baby-- Standing in the Shadows?,2,Marvel,1985-09-30,,"<p><em>Dagger decides to dig deep into her roots, but is dismayed by her mother's attitude towards her hard-edged life.</em></p><p>Having enough of life on the streets Dagger wants to return home. Much to the chagrin of Cloak who is acting as if he is in agony over the thought of losing Dagger. Unfortunately when Tandy ( Dagger ) returns to her home, she finds that her mother has barely even noticed that she was gone.</p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2032671-02.jpg,comicvine/cloak-and-dagger/vol-3475/25871-have-you-seen-your-mother-baby-standing-in-the-shadows.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-26076/,26076,3475,1985,Cloak and Dagger,3011,Lost and Found,3,Marvel,1985-11-30,,"<p><em>Guest-starring the Amazing Spider-Man! With the help of the Friendly Neighborhood crime fighter, Cloak and Dagger take down a crew of drug traffickers.</em></p><p>It is issue # 3 of a new Marvel Comic, that means an obligatory appearance of Spiderman. In This issue Peter Parker is the photographer for a human interest story about shelters for runaway teens. During a meeting he realises that one of the parents is Daggers stepfather.</p><p>He is ignorant of the fact that she is now a superhero. He has been searching for Dagger so he can bring her home and give her a normal life. Peter Parker decides he has to tell Dagger that her stepfather is here so she has a chance.</p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2032672-03.jpg,comicvine/cloak-and-dagger/vol-3475/26076-lost-and-found.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-26392/,26392,3475,1986,Cloak and Dagger,3011,Ultimatum,4,Marvel,1986-01-31,,"<p><i>Secret Wars II tie-in. The Beyonder blames Cloak and Dagger for denying him his happiness, and punishes them for the affront in ""Ultimatums.""</i></p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2032674-04.jpg,comicvine/cloak-and-dagger/vol-3475/26392-ultimatum.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-26596/,26596,3475,1986,Cloak and Dagger,3011,Introducing Mayhem,5,Marvel,1986-03-31,,"<p><em>Cloak and Dagger unknowingly help create a superhuman who is not only extraordinarily powerful, but very vengeful. Introducing Mayhem!</em></p><p>During a raid on warehouse Detective Brigid O'Reilly is betrayed by her team, all of them seemingly working for the drug dealers. The chemical mixture that she dies in turns her into the super Powered Mayhem, bent on killing the corrupt.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/23869-3475-26596-1-cloak-and-dagger.jpg,comicvine/cloak-and-dagger/vol-3475/26596-introducing-mayhem.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-26788/,26788,3475,1986,Cloak and Dagger,3011,Festival,6,Marvel,1986-05-31,,"<p><em>With Mayhem's assist, Cloak and Dagger prevent a heroin ring from infiltrating the city.</em></p><p>In this issue Cloak, Dagger and Mayhem track some drugs to a festival being run by a Catholic church. They believe that that is the place the drugs will be distributed. They find out that they are being hidden in some religous statues. This fact enrages Dagger and she begins to show that she also has a dark side like Cloak.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/24048-3475-26788-1-cloak-and-dagger.jpg,comicvine/cloak-and-dagger/vol-3475/26788-festival.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-26986/,26986,3475,1986,Cloak and Dagger,3011,Stowaways,7,Marvel,1986-07-31,,<p><em>Tandy and Tyrone are off to France! The super powered duo takes their war on drugs cross continental…and meet a new ally!</em></p><p>Cloak and Dagger attack a ship when they learn of a trade triangle and decide to bust up this particular link in the chain.</p>,https://comicvine.gamespot.com/a/uploads/original/0/4/24235-3475-26986-1-cloak-and-dagger.jpg,comicvine/cloak-and-dagger/vol-3475/26986-stowaways.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27178/,27178,3475,1986,Cloak and Dagger,3011,Vacation,8,Marvel,1986-09-30,,"<p><em>While Dagger sightsees in Marseilles, Cloak gets to work trailing drug smugglers!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/24420-3475-27178-1-cloak-and-dagger.jpg,comicvine/cloak-and-dagger/vol-3475/27178-vacation.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27379/,27379,3475,1986,Cloak and Dagger,3011,The Lady and the Unicorn,9,Marvel,1986-11-30,,"<p><em>THE SHOW MUST GO ON! Dagger decides to join a circus, but eventually snaps out of it and rejoins Cloak and Bill to track a drug ring to its supply source.</em></p><p>Cloak and Dagger are in France traveling with the Trans-Europe circus. Dagger is using her light powers as a featured performer. Meanwhile back in New York, Mayhem confronts Father Delgado. Members of a Marseilles drug ring have located Cloak at the circus. They attack seeking revenge against Cloak. The attack causes Dagger to make a difficult choice.</p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2032675-09.jpg,comicvine/cloak-and-dagger/vol-3475/27379-the-lady-and-the-unicorn.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27384/,27384,3632,1987,G.I. Joe and the Transformers,3182,Blood on the Tracks,1,Marvel,1987-01-01,1986-09-24,,https://comicvine.gamespot.com/a/uploads/original/6/67663/2183978-01.jpg,comicvine/g-i-joe-and-the-transformers/vol-3632/27384-blood-on-the-tracks.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27489/,27489,3632,1987,G.I. Joe and the Transformers,3182,Power Struggle,2,Marvel,1987-02-01,1986-10-29,,https://comicvine.gamespot.com/a/uploads/original/6/67663/2183979-02.jpg,comicvine/g-i-joe-and-the-transformers/vol-3632/27489-power-struggle.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27679/,27679,3632,1987,G.I. Joe and the Transformers,3182,"Ashes, Ashes...",3,Marvel,1987-03-01,1986-11-26,,https://comicvine.gamespot.com/a/uploads/original/6/67663/2183980-03.jpg,comicvine/g-i-joe-and-the-transformers/vol-3632/27679-ashes-ashes.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-27792/,27792,3632,1987,G.I. Joe and the Transformers,3182,...All Fall Down,4,Marvel,1987-04-01,1986-12-31,"<p>Out of pure self-interest, Cobra soldiers help G.I.Joe and the Autobots stop a destructive, near-mindless machine. If they fail, the entire earth is doomed.</p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2183981-04.jpg,comicvine/g-i-joe-and-the-transformers/vol-3632/27792-all-fall-down.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-28350/,28350,3864,1987,The Transformers: Headmasters,3440,Ring of Hate!,1,Marvel,1987-07-01,1987-03-25,"<p><i>A group of Autobots, tired of fighting an endless war, seek to escape by traveling to a world known for its peaceful ways. But can they prove their peaceable intentions?</i></p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2203935-01.jpg,comicvine/the-transformers-headmasters/vol-3864/28350-ring-of-hate.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-28576/,28576,3864,1987,The Transformers: Headmasters,3440,Broken Glass!,2,Marvel,1987-09-01,1987-05-27,"<p><i>While the Autobots seek to prove their peaceful intentions to the Nebulans, Zarak summons the Decepticons.</i></p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2203936-02.jpg,comicvine/the-transformers-headmasters/vol-3864/28576-broken-glass.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-28816/,28816,3864,1987,The Transformers: Headmasters,3440,Love and Steel,3,Marvel,1987-11-01,1987-07-29,<p><i>The battle on Nebulos escalates as the Decepticons create their own Headmasters.</i></p>,https://comicvine.gamespot.com/a/uploads/original/6/67663/2203937-03.jpg,comicvine/the-transformers-headmasters/vol-3864/28816-love-and-steel.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-29157/,29157,3864,1988,The Transformers: Headmasters,3440,Brothers in Armor!!,4,Marvel,1988-01-01,1987-09-29,"<p><i>To ensure the safety of Nebulos, Galen and Lord Zarak must each make a huge sacrifice.</i></p>",https://comicvine.gamespot.com/a/uploads/original/6/67663/2203939-04.jpg,comicvine/the-transformers-headmasters/vol-3864/29157-brothers-in-armor.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-34360/,34360,4641,1991,Terminator: Secondary Objectives,4291,Issue 1,1,Dark Horse Comics,1991-07-01,,"<p><i>Overview</i></p><p>Continuing the time-traveling saga, Terminator: Secondary Objectives picks up where the first Dark Horse Terminator series left off as the remnants of our band of heroes try to prevent the remaining Terminator from completing his secondary objective: the death of Sarah Conner. Unbeknownst to all, a brand new Terminator has arrived on the scene to complicate matters even more.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/30869-4641-34360-1-terminator-secondar.jpg,comicvine/terminator-secondary-objectives/vol-4641/34360-issue-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-34477/,34477,4641,1991,Terminator: Secondary Objectives,4291,Issue 2,2,Dark Horse Comics,1991-08-01,,"<p><i>Overview</i></p><p>After traveling 400 miles across the Pacific Ocean floor, Z000.M, our new gal Terminator, finally sets foot upon the L.A. shore, wreaking havoc in her wake. In the meantime, our freedom fighters have hightailed it down to Mexico in an attempt to find and protect Sarah Conner. C890.L is also on his way down to Mexico--not to protect Sarah, but to kill her! Dudley, the half-human, half-Terminator, is struggling with his machine side. And Dr. Hollister is back to doing his dirty deeds.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/30970-4641-34477-1-terminator-secondar.jpg,comicvine/terminator-secondary-objectives/vol-4641/34477-issue-2.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-34590/,34590,4641,1991,Terminator: Secondary Objectives,4291,Issue 3,3,Dark Horse Comics,1991-09-01,,"<p><em>Overview</em></p><p>Lieutenant Sloane learns the Terminator tango! Z000.M is in Los Angeles wreaking havoc. With Lieutenant Sloane hot on her heels, literally, it was inevitable that the two of them should tango, face to face--or should that be mano a mano? In the meantime, Dr. Hollister is proceeding apace with his plans to create the artificial intelligence that will spawn Terminator technology--and the fate of the world be damned! Back in Mexico, Mary, rebel leader of the soldiers from the future, faces off with C890.L, who has tracked her and the half-human, half-Terminator 1825.M down in their Mexican lair!</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/31076-4641-34590-1-terminator-secondar.jpg,comicvine/terminator-secondary-objectives/vol-4641/34590-issue-3.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-34712/,34712,4641,1991,Terminator: Secondary Objectives,4291,Issue 4,4,Dark Horse Comics,1991-10-01,,"<p><em>Overview</em></p><p>Z000.M arrives in Mexico, hot on the heels of her Terminator compadre, C890.L What Z000.M doesn't know is that C890.L has already had a previous encounter--with our merry band of rebels from the future--and they've reprogrammed him: to terminate a Terminator! Namely, Z000.M So it's mano a mano as the two Terminators duke it out for this robotic slug-fest of an issue.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/31184-4641-34712-1-terminator-secondar.jpg,comicvine/terminator-secondary-objectives/vol-4641/34712-issue-4.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36407/,36407,4811,1992,Slapstick,4475,The Totally Awesome Origin Of Slapstick!,1,Marvel,1992-11-01,,"<p>Steve runs into a clown which gives him a advertisement for a carnival. Wanting to get back at Winston for telling on Steve for one of his pranks, Steve seeked revenge. Steve dressed up as a clown, then goes to the carnival to pie Winston. He sees him kidnapped by clowns and dragged through a portal into a different dimension. Steve follows him, and gets told the story of the evil ruler of the world, and is given gadgets to help him. Then Steve goes to stop the ruler and saves all of the humans which the clowns kidnapped to turn into soldiers for their invasion. After Steve rescues them, he goes back to Earth, and tells his friend everything. His friend tells him that he needs a superhero name, and they finally come up with a name: Slapstick.</p>",https://comicvine.gamespot.com/a/uploads/original/1/15776/9768888-slapstick1b.jpg,comicvine/slapstick/vol-4811/36407-the-totally-awesome-origin-of-slapstick.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36521/,36521,4811,1992,Slapstick,4475,Trigger Happy!,2,Marvel,1992-12-01,,"<p>Steve Harmon skips out on doing his homework, to goto the mall with his friends. While gloating, kids who were throwing a birthday party throw a hamburger at him. Angry, Steve goes to the bathroom and turns into Slapstick. He then goes to the kids, and acts all nice to get their attention, then he turns into a scary figure, scaring them.</p><p>The Overkiller mistakes Slapstick for a mutant, and they battle throughout the mall, causing all sorts of damage. Slapstick Finally beats The Overkiller, and goes home, contempt with his day.</p><p>Then, the child who was having a birthday party, vowed that he will get back at Slapstick, for having his party ruined. Admitting that he was the mutant The Overkiller was looking for, the kid starts plotting his revenge.</p>",https://comicvine.gamespot.com/a/uploads/original/1/15776/9768892-slapstick2b.jpg,comicvine/slapstick/vol-4811/36521-trigger-happy.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36765/,36765,4811,1993,Slapstick,4475,Sweeney Toddler,3,Marvel,1993-01-01,,"<p>Slapstick's love interest is babysitting tonight...babysitting an evil manical genius. This go wrong, not the least of which is Slapstick discovers his love is dating a muscle-bound jock.</p>",https://comicvine.gamespot.com/a/uploads/original/1/15776/9768893-slapstick3b.jpg,comicvine/slapstick/vol-4811/36765-sweeney-toddler.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36868/,36868,4811,1993,Slapstick,4475,The Nuclear Waste,4,Marvel,1993-02-01,,"<p>An unbalanced homeless man with explosive powers is blowing up parts of New York. Major heroes gather to stop the man. Slapstick, however, has heard the man's angry demands and figures out he wants a cup of coffee. Once gained, the homeless man stops destroying things.</p>",https://comicvine.gamespot.com/a/uploads/original/1/15776/9768899-slapstick4b.jpg,comicvine/slapstick/vol-4811/36868-the-nuclear-waste.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-35977/,35977,4861,1992,Classic Star Wars,4529,The Bounty Hunter of Ord Mantell (part 1),1,Dark Horse Comics,1992-08-01,,"<p><i>The events in Classic Star Wars take place between the first and second Star Wars films, and each issue is jam-packed with action. Our debut issue is no exception: Luke and Leia embark on a scouting mission, are pursued by Imperial troops, and fall into the clutches of a bounty hunter whose real target is Han Solo! Whew! The whole shebang is written by Archie Goodwin, drawn by Al Williamson, and colored by Steve Buccellato, with a new cover by Williamson.</i></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/32260-4861-35977-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/35977-the-bounty-hunter-of-ord-mantell-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-37452/,37452,4861,1993,Classic Star Wars,4529,"The Night Beast (part 3), The Return of Ben Kenobi (part 1)",10,Dark Horse Comics,1993-07-01,,"<p><em>Following the frightening threat of the Night Beast, Luke and inadvertant stowaway Threepio travel to the desert world of Aridus -- ostensibly to ensure the continuation of the Rebel Alliance's weapons-smuggling operation there. But Luke is more interested in checking out rumors of a mysterious stranger who's appeared on Aridus claiming to be... Ben Kenobi!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/33535-4861-37452-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/37452-the-night-beast-part-3-the-return-of-ben-kenobi-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-37595/,37595,4861,1993,Classic Star Wars,4529,"The Return of Ben Kenobi (part 2), The Power Gem (part 1)",11,Dark Horse Comics,1993-08-01,,"<p>Continuing with Dark Horse's popular reprint series, this issue Luke Skywalker encounters a menacing Darth Vader at the Iron Tower on Aridus, and a new friend posing as an old one gives his life to save Luke and the natives of Aridus from Vader's treachery. Meanwhile, a Rebel scheme for destroying Vader's private cruiser unfolds, with the legendary power gems of the pirates of Iridium holding the key. Han Solo and Chewbacca volunteer to retrieve the gem, but don't count on being thrown to the wolves in the bargain!</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/33665-4861-37595-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/37595-the-return-of-ben-kenobi-part-2-the-power-gem-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-37730/,37730,4861,1993,Classic Star Wars,4529,"The Power Gem (part 2), Iceworld (part 1)",12,Dark Horse Comics,1993-09-01,,"<p><i>Overview</i></p><p>Out of the frying pan... just as Han Solo and Chewbacca manage to escape the wiles of Mystra and the arena of Raskar with the last of the legendary power gems... Luke and Threepio turn up missing. They've in fact crash-landed on the ice planet Hoth, where they're rescued by a mysterious benefactor who has decidedly different plans for the pair than her father: he wants to off Luke and dismantle the loyal droid for scrap!</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/33788-4861-37730-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/37730-the-power-gem-part-2-iceworld-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-37876/,37876,4861,1993,Classic Star Wars,4529,"Iceworld (part 2), Revenge of the Jedi (part 1)",13,Dark Horse Comics,1993-10-01,,"<p><em>Overview</em></p><p>Our Rebel heroes seek help from the Mon Calamari in evacuating their Yavin base, but soon get embroiled in a mystery involving a distress beacon of unknown origin, scads of Imperial troopers, giant sea worms, an amphibian rescue, more giant sea worms, a droid or two, a few more scads of Imperial troopers, and just a bit more excitement than a 32-page color comic book has any right to provide.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/33920-4861-37876-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/37876-iceworld-part-2-revenge-of-the-jedi-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-38029/,38029,4861,1993,Classic Star Wars,4529,"Revenge of the Jedi (part 2), Doom Mission (part 1)",14,Dark Horse Comics,1993-11-01,,"<p><em>With the help of their new allies, the Mon Calamari, the Rebels battle the monstrous sea worms of Daluuj. Meanwhile, Darth Vader is cutting a swath of destruction toward the Rebel base on Yavin -- where Luke Skywalker and General Dodonna's son Vrad prepare for a suicide mission!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/34055-4861-38029-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/38029-revenge-of-the-jedi-part-2-doom-mission-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-38185/,38185,4861,1993,Classic Star Wars,4529,Doom Mission (part 2),15,Dark Horse Comics,1993-12-01,,"<p><em>Overview</em></p><p>It's finally time for some honest-to-goodness ""Star Wars,"" as Luke Skywalker and Vrad Dodonna head for a climactic showdown in space with Darth Vader. Meanwhile, the rest of the Rebel alliance struggles against time to evacuate Yavin Base for their new home on Hoth, as Darth Vader and the Imperial forces plan for a major strike on the Rebel moon. Luke, however, suspects that Vrad is a traitor to the Rebel cause, which leads to an exciting confrontation -- as well as a startling turn of events for one of our Rebel heroes.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/34193-4861-38185-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/38185-doom-mission-part-2.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-38582/,38582,4861,1994,Classic Star Wars,4529,Race for Survival (part 1),16,Dark Horse Comics,1994-02-01,,"<p><em>As Luke leads the Rebel fleet on its escape to its new base on Hoth, the Rebels' new allies, the Mon Calamari, plan a diversion to help them escape an Imperial blockade. But the Imperials soon realize that the Mon Calamari attacks are a diversion for the real Rebel escape, and they set off with the intent of destroying the Rebels once and for all. Meanwhile, Han, Chewie, and C-3P0 take off in the Millennium Falcon to find an alternate escape route to Hoth, but what they discover is a seemingly impassable route that would take them dangerously close to a gigantic stellar flare!</em></p><p><em>Allen Nunis and Al Williamson himself retouch Williamson's original artwork and add some new art of their own, and Steve Buccellato adds the perfect color complement to the classic newspaper strip art. The new color cover is a Nunis space spectacular!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/34539-4861-38582-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/38582-race-for-survival-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-38727/,38727,4861,1994,Classic Star Wars,4529,"Race for Survival (part 2), The Paradise Detour (part 1)",17,Dark Horse Comics,1994-03-01,,"<p><em>As the Rebels manage to escape the wrath of Darth Vader and the Imperials while escaping to Hoth, they discover that the Millennium Falcon didn't make it out of hyperspace. Crippled by a malfunctioning navigational computer, Luke Skywalker and friends land on the nearest planet -- a veritable tropical paradise -- to make repairs. Luke soon runs into a woman appearing to be Talia Shire under attack from a carnivorous plant, and uses the Force to get out of a tight jam. But what's Tanith Shire doing alone on this mysterious outlying planet? The young Rebel is about to find out the real story behind ""The Paradise Detour.""</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/34669-4861-38727-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/38727-race-for-survival-part-2-the-paradise-detour-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-38872/,38872,4861,1994,Classic Star Wars,4529,"The Paradise Detour (part 2), A New Beginning (part 1)",18,Dark Horse Comics,1994-04-01,,"<p><em>Overview</em></p><p>In the midst of a perilous ""Paradise Detour,"" Luke continues his hunt for the missing S'ybll, while being pursued by what appears to be his old foe, the Night Beast. Eventually, the mystery of the successive unexplained appearances of Tanith Shire, the Night Beast, and Ben Kenobi is solved... and as it turns out, S'ybll has some very sinister -- and selfish -- plans for the young Jedi. Needless to say, Luke escapes S'ybll's clutches, after another Rebel rescue just in the nick of time. He, along with our other Rebel heroes, finally arrive at the new Rebel base on Hoth, ready for ""A New Beginning."" They're greeted there by a perturbed Princess Leia, who, before they can so much as look around, has another potentially dangerous mission for the unflappable Luke, Han, and Chewie.</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/34797-4861-38872-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/38872-the-paradise-detour-part-2-a-new-beginning-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-39014/,39014,4861,1994,Classic Star Wars,4529,A New Beginning (part 2),19,Dark Horse Comics,1994-05-01,,"<p><em>This series of reformatted and newly colored newspaper strip reprints is winding to a close. And lest anyone forget, Han Solo's still got a bounty on his head -- and there are plenty of opportunists who are dead-set on collecting. Han and the Rebels' recent adventures throughout the galaxy have not gone completely unnoticed by those interested in taking advantage of the easy money. In fairly short order, they meet up with an old foe who turns out to be a friend, and a couple of enemies -- who will have a much greater role to play in Return of the Jedi. A series of adventures ultimately winds up with our heroes crash-landing on Hoth, searching for a treasure which may or may not exist. This penultimate issue is graced by a brilliant new cover by veteran comic-book artist George Evans.</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/34924-4861-39014-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/39014-a-new-beginning-part-2.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36098/,36098,4861,1992,Classic Star Wars,4529,"The Bounty Hunter of Ord Mantell (part 2), Darth Vader Strikes (part 1)",2,Dark Horse Comics,1992-09-01,,"<p><em>Classic Star Wars features the adventures of everyone's favorite Rebels during the period between the first and second Star Wars films. In this issue, Darth Vader plots new ways to trip up the Rebels, but a turncoat Admiral may thwart his plans. Meanwhile, Luke, Leia, Han, and Chewie make good their escape from a bounty hunter -- only to run afoul of the Imperial fleet!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/32365-4861-36098-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/36098-the-bounty-hunter-of-ord-mantell-part-2-darth-vader-strikes-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-39151/,39151,4861,1994,Classic Star Wars,4529,"Showdown, The Final Trap",20,Dark Horse Comics,1994-06-01,,"<p><em>Developments in our favorite far-away galaxy a long time ago are winding their way rapidly to the point at which the events of the movie The Empire Strikes Back begin -- with the Rebels engaged in battle with Empire forces on the ice planet Hoth. But before that, our Rebel heroes will have to face a regular rogues' gallery of Star Wars rapscallions and wretches -- Darth Vader, Raskar, Skorr, and even that most nefarious of bounty hunters... Boba Fett! This wonderfully received reprint series comes to a climactic conclusion with a special 48-page issue featuring Al Williamson's original newspaper strip art, new never-before-seen Al Williamson Star Wars art, and, of course, a brand new Al Williamson cover! Who could ask for more!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/35048-4861-39151-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/39151-showdown-the-final-trap.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36218/,36218,4861,1992,Classic Star Wars,4529,Darth Vader Strikes (part 2),3,Dark Horse Comics,1992-10-01,,"<p><em>Classic Star Wars is set during the period between the first and second Star Wars films. In this issue, Luke volunteers for an espionage mission aboard Darth Vader's new battleship -- but can he trust the Imperial Admiral he meets there, who claims to be helping the Rebels?!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/32468-4861-36218-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/36218-darth-vader-strikes-part-2.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36345/,36345,4861,1992,Classic Star Wars,4529,"Darth Vader Strikes (part 3), The Serpent Masters (part 1)",4,Dark Horse Comics,1992-11-01,,"<p><i>Overview</i></p><p>When Luke's spy mission in Imperial territory turns out to be a trap set by none other than Darth Vader, his only hope for escape is a beautiful thief named Tanith Shire. Unfortunately, her only escape route leads straight out of the frying pan and into the fire!</p>",https://comicvine.gamespot.com/a/uploads/original/0/4/32578-4861-36345-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/36345-darth-vader-strikes-part-3-the-serpent-masters-part-1.jpg
comicvine,https://comicvine.gamespot.com/api/issue/4000-36463/,36463,4861,1992,Classic Star Wars,4529,The Serpent Masters (part 2),5,Dark Horse Comics,1992-12-01,,"<p><em>After crash-landing their stolen Imperial ship, Luke and his new-found companion Tanith Shire are captured and enslaved by the Serpent Masters of Tanith's home planet. Artoo and Threepio are out of commission and the Millennium Falcon is light-years away, leaving Luke to find his own means of escape -- with nothing but his wit, his skill, and his trusty lightsaber at hand!</em></p>",https://comicvine.gamespot.com/a/uploads/original/0/4/32681-4861-36463-1-classic-star-wars.jpg,comicvine/classic-star-wars/vol-4861/36463-the-serpent-masters-part-2.jpg
